[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-12 14:26:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-12 14:26:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582\
[2025-03-12 14:26:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/site-one/
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b94a7e5-KbTZbH.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=794
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=794
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 178 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b94a7e5-KbTZbH.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:7c47e0ce31b3c07ead551e262a3cdc3b3b3a8b9f===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:385; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9515cc-Yq7ZsI.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg?simply_static_page=795
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg?simply_static_page=795
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 170 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9515cc-Yq7ZsI.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:4844f51f07edc0fa0b4f24f56b5616106fd084b2===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:384; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b95782b-KWmPzv.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg?simply_static_page=796
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg?simply_static_page=796
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 178 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b95782b-KWmPzv.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:6031cbcb8e3f97f4b2306dfa150cd5cf7f2a06ec===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:383; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b95db72-U4wtG9.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle.svg?simply_static_page=797
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/triangle.svg?simply_static_page=797
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 176 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b95db72-U4wtG9.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:4dba77574c9b3d4e64aae39cef5d6647845dd7ad===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:382; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9644dc-EuK7ot.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/wave-brush.svg?simply_static_page=798
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/wave-brush.svg?simply_static_page=798
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 3121 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9644dc-EuK7ot.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:361c2579856da48e22f88e877857ec24fecc712a===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:381; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b96c276-4bm7oN.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-negative.svg?simply_static_page=799
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-negative.svg?simply_static_page=799
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 422 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b96c276-4bm7oN.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:1181db2fc33aa3edb1e31848793ace4306d0923c===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:380; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b973652-jqAgGb.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg?simply_static_page=800
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg?simply_static_page=800
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 7297 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b973652-jqAgGb.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:07617a2e0e38b46ea17baf5e8c70dd36dc25d839===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:379; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b97acf1-JCloOJ.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves.svg?simply_static_page=801
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/waves.svg?simply_static_page=801
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 419 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b97acf1-JCloOJ.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/waves.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:eb3a5cbbf8ca492032518385a130b9f2a0541e0b===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:378; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b981ea8-aQUtFG.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/zigzag.svg?simply_static_page=802
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/shapes/zigzag.svg?simply_static_page=802
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 2827 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b981ea8-aQUtFG.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:7f712c18b4e90b11bb6f0dcf2118eec6010dbf5f===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:377; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b988415-3wsih6.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/blob.svg?simply_static_page=803
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/blob.svg?simply_static_page=803
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 437 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b988415-3wsih6.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:9beb05e8bff039442646283bc43c54b10bf43ca7===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:376; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b98e9ca-d36spl.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/circle.svg?simply_static_page=804
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/circle.svg?simply_static_page=804
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 128 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b98e9ca-d36spl.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:05ee616825a8c7d53c149e9ab45cf8be1c97b400===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:375; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b995582-5zefrI.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/flower.svg?simply_static_page=805
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/flower.svg?simply_static_page=805
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 359 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b995582-5zefrI.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:56f5fb4af5120f0782d279a68ece342951eaf802===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:374; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b99c6a5-cR6Ovm.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg?simply_static_page=806
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg?simply_static_page=806
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 243 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b99c6a5-cR6Ovm.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:5d4784a2a23345346d0577ff4b1b41f7125cff99===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:373; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9a426b-zFfXbw.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=807
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=807
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 1044 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9a426b-zFfXbw.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:7a7207e715c18102641c5f6dd144127bc3c22852===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
